0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0.00126905355612885,0.0375295224495327,0.0428474867603421,0.00233850502637633,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0.0376935017643209,1.18222218283872,1.51361235055973,0.197626917065737,0.0993108295852644,0.00632732540544526,-3.18721301872443E-05,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0.0367447646699035,2.87373206873656,7.29793790925282,2.76703265247945,-0.212556916996,-2.78427939426721,-0.180799564010793,-4.53434698985702E-08,0,-0.492183587339865,-6.21526470578557,-4.25702055146658,-0.0829055419919612,0,0,0,0,0,
0,0,0,-0.339664852432933,-1.25193895449295,4.19166603426523,-3.63933892807956,-13.8962211381995,-19.9392579954136,-3.01459486015189,0.0456520901609206,-1.20231127412877,-4.13200661093748,-18.0916034726404,-17.8327652460311,-8.52247164858961,-0.581333419569215,0,0,0,0,
0,0,0,-0.515749699167766,-5.84068141747086,-5.2823086868212,-8.53246747285115,-19.6100715754224,-25.7734410575557,-2.51748032206004,-1.55605750758798,-16.1594853899861,-34.9375847739895,-16.5815760182404,-12.7290843598866,-31.2147441164982,-3.4673741239716,0,0,0,0,
0,0,0,-0.0607978110807076,-3.40213816007307,-12.426214878696,-8.98032992079151,-6.18376356377679,-9.85587560784305,-32.4697837825414,-30.0466556187295,-41.6461217551159,-17.134968890257,-46.8625420643139,-15.9866496353079,-25.3042021476742,-11.4523896972549,0,0,0,0,
0,0,0,-0.00220263385134629,-0.974404108607591,-14.8085015473763,-13.8427224840917,-8.00625986551437,-34.1767285259758,-25.6301204845725,-32.7955173569473,-39.7672564416351,-20.7994148173634,-39.7734116320583,-23.0585133052586,-27.7722940398862,-8.6369837108547,0,0,0,0,
0,0,0,0,-0.0880613964922899,-6.41255962109659,-15.2882255077204,-5.89469153966203,-18.0856040576884,-12.4566616652963,-4.69365284216783,-4.22817576959504,-32.7900147989212,-29.7963846463536,-19.5602136129311,-16.2002000747374,-0.57255856201825,0,0,0,0,
0,0,0,0,-0.0357744084386648,-9.46135186618377,-23.5838920261372,-6.4654717747682,-19.9629420423737,-34.7133850844813,-14.7061260110205,-0.389456198007047,-1.93758560258588,-2.13352192955261,-5.00922536244989,-3.03531493226844,-0.0374211038224556,0,0,0,0,
0,0,0,0,-0.0608834358250139,-9.18233136242836,-20.6874764441262,-11.4589910445774,-22.3868537081601,-43.1480322455506,-28.7026808673311,-0.858249045264981,0,0,0,0,0,0,0,0,0,
0,0,0,0,-0.00687442288231353,-1.19580167156736,-9.22405245904337,-19.0487537807966,-14.1640579355355,-29.3863739971462,-16.379286373005,-0.526875815910275,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,-0.943775136290349,-11.7509079044284,-16.3566108114272,-6.91947914289438,-4.63293612027839,-0.930842049701994,-0.0140612138237832,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,-0.309696170925684,-4.87097111885644,-18.165349698421,-9.56002218259693,-0.129610769831216,-0.000890053257815317,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,-0.000182902030231832,-0.222135044142579,-2.27154455315732,-1.33816686804256,-0.0172472783913683,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
